ID,Grupo,N_nós,Taxa_escala_global,suscetiveis_mean,suscetiveis_median,suscetiveis_iqr,infeccaos_mean,infeccaos_median,infeccaos_iqr,recuperados_mean,recuperados_median,recuperados_iqr,Prev_Minimo_Valor,Prev_Tempo_Minimo,Prev_Maximo_Valor,Prev_Tempo_Maximo,Prev_Final_Valor,Taxa_escala_local,Categoria
s2_16g3ae,G3,0.1,0.8,0.13082989809253,0,0,0.41045053533671,0.435868961687951,0.0816213214880622,0.45871956657076,0.464646464646465,0.0181818181818182,9.97979797979798,1,77.979797979798,14,40.7272727272727,0.034,rede_completa
s2_17g3ae,G3,0.1,0.01,0.0756910582785097,0,0,0.436115289485639,0.456413103831205,0.0688506385341477,0.488193652235851,0.494141414141414,0.0149494949494949,9.97979797979798,1,94.2222222222222,7,43.030303030303,0.8,rede_completa
s2_18g3ae,G3,0.1,0.034,0.0749399604035917,0,0,0.436579453614434,0.455302609661299,0.0682953914491949,0.488480585981974,0.494545454545455,0.0173737373737374,9.97979797979798,1,93.5353535353535,6,42.4646464646465,0.81,rede_completa
s2_19g3ae,G3,0.1,0.05,0.12903695477821,0,0,0.41160746835372,0.438645197112715,0.0769017212659634,0.45935557686807,0.465858585858586,0.0177777777777778,9.97979797979798,1,80.0808080808081,15,40.1616161616162,0.034,rede_completa
s2_20g3ae,G3,0.1,0.1,0.0746218430838087,0,0,0.436061223001812,0.454747362576346,0.0694058856191005,0.48931693391438,0.495353535353535,0.0141414141414142,9.97979797979798,1,94.0606060606061,5,43.2727272727273,0.8,rede_completa
s2_21g3ae,G3,0.1,0.15,0.0737893089697642,0,0,0.436982820991705,0.456968350916158,0.0674625208217657,0.489227870038531,0.495353535353535,0.0165656565656566,9.97979797979798,1,93.7777777777778,6,42.989898989899,0.81,rede_completa
s2_22g3ae,G3,0.1,0.35,0.125332839780369,0,0,0.41307825618764,0.438645197112715,0.0799555802332038,0.461588904031991,0.468282828282828,0.0177777777777778,9.97979797979798,1,79.5959595959596,14,40.969696969697,0.034,rede_completa
s2_23g3ae,G3,0.1,0.5,0.0743335632841463,0,0,0.436174291499111,0.456968350916158,0.0694058856191005,0.489492145216743,0.495353535353535,0.0181818181818182,9.97979797979798,1,94.3838383838384,5,42.8686868686869,0.8,rede_completa
s2_24g3ae,G3,0.1,0.8,0.0724802719028149,0,0,0.437689723442083,0.459189339255969,0.0671848972792893,0.489830004655102,0.496565656565657,0.014949494949495,9.97979797979798,1,94.7474747474747,5,42.8282828282828,0.81,rede_completa
s2_1g4ae,G4,0.15,0.01,0.240126977717205,0,0,0.359615477372279,0.397001665741255,0.129927817878956,0.400257544910515,0.404444444444444,0.0230303030303031,14.989898989899,1,68.0808080808081,21,33.5757575757576,0.034,rede_completa
s2_2g4ae,G4,0.15,0.034,0.130179081206288,0,0,0.410022490311219,0.443087173792338,0.0905052748473071,0.459798428482493,0.464646464646465,0.016969696969697,14.989898989899,1,85.4545454545455,7,38.1414141414141,0.8,rede_completa
s2_3g4ae,G4,0.15,0.05,0.130410602415044,0,0,0.410853678371724,0.445308162132149,0.0882842865074959,0.458735719213232,0.462626262626263,0.0145454545454545,14.989898989899,1,84.8080808080808,8,41.6969696969697,0.81,rede_completa
s2_4g4ae,G4,0.15,0.1,0.185356507888435,0,0,0.384645342935182,0.411438089950028,0.0977234869516935,0.429998149176384,0.435555555555556,0.0173737373737373,14.989898989899,1,69.979797979798,22,37.4949494949495,0.034,rede_completa
s2_5g4ae,G4,0.15,0.15,0.097749959337966,0,0,0.425652639667076,0.449194891726818,0.0760688506385341,0.476597400994958,0.481616161616162,0.018989898989899,14.989898989899,1,89.2525252525252,7,42.1414141414141,0.8,rede_completa
s2_6g4ae,G4,0.15,0.35,0.0976797402116669,0,0,0.425903005625382,0.449750138811771,0.0741254858411993,0.476417254162951,0.482020202020202,0.0173737373737374,14.989898989899,1,89.010101010101,7,43.0707070707071,0.81,rede_completa
s2_7g4ae,G4,0.15,0.5,0.172962719925518,0,0,0.390303927672056,0.417545807884509,0.0927262631871182,0.436733352402425,0.443232323232323,0.0173737373737374,14.989898989899,1,77.2121212121212,16,37.8989898989899,0.034,rede_completa
s2_8g4ae,G4,0.15,0.8,0.0916361841625584,0,0,0.429933538606498,0.453081621321488,0.0732926152137701,0.478430277230944,0.482424242424242,0.0153535353535353,14.989898989899,1,90.0606060606061,6,42.6262626262626,0.8,rede_completa
s2_9g4ae,G4,0.15,0.01,0.09069282497378,0,0,0.429547445582981,0.450860632981677,0.0727373681288173,0.479759729443239,0.484848484848485,0.0153535353535353,14.989898989899,1,90.4646464646465,7,42.7474747474747,0.81,rede_completa
s2_10g4ae,G4,0.15,0.034,0.154156332901474,0,0,0.399464943718136,0.425874514158801,0.0830094392004442,0.446378723380389,0.451717171717172,0.016969696969697,14.989898989899,1,77.2929292929293,19,39.3535353535353,0.034,rede_completa
s2_11g4ae,G4,0.15,0.05,0.0826716919332133,0,0,0.433171919079748,0.454192115491394,0.0696835091615769,0.484156388987039,0.489292929292929,0.0137373737373737,14.989898989899,1,90.5454545454545,7,42.3030303030303,0.8,rede_completa
s2_12g4ae,G4,0.15,0.1,0.0819735388308404,0,0,0.43313669734547,0.453081621321488,0.0705163797890061,0.484889763823689,0.49010101010101,0.016969696969697,14.989898989899,1,91.7171717171717,6,41.3333333333333,0.81,rede_completa
s2_13g4ae,G4,0.15,0.15,0.144225374230927,0,0,0.403089417214903,0.42976124375347,0.082176568573015,0.45268520855417,0.456969696969697,0.0193939393939394,14.989898989899,1,78.9090909090909,15,37.4141414141414,0.034,rede_completa
s2_14g4ae,G4,0.15,0.35,0.0795829477450799,0,0,0.43477506884503,0.453081621321488,0.0694058856191005,0.48564198340989,0.491717171717172,0.0153535353535353,14.989898989899,1,92.4040404040404,7,41.1717171717172,0.8,rede_completa
s2_15g4ae,G4,0.15,0.5,0.0790160348627867,0,0,0.436597625337214,0.456968350916158,0.0688506385341477,0.484386339799999,0.48969696969697,0.0153535353535353,14.989898989899,1,93.2525252525253,6,42.6666666666667,0.81,rede_completa
s2_16g4ae,G4,0.15,0.8,0.132243702993287,0,0,0.410464220214359,0.436979455857857,0.0799555802332038,0.457292076792354,0.461818181818182,0.016969696969697,14.989898989899,1,81.8989898989899,13,41.3737373737374,0.034,rede_completa
s2_17g4ae,G4,0.15,0.01,0.0754550502246227,0,0,0.437195721793168,0.458078845086063,0.0694058856191005,0.48734922798221,0.492121212121212,0.0129292929292929,14.989898989899,1,94.6262626262626,6,40.8888888888889,0.8,rede_completa
s2_18g4ae,G4,0.15,0.034,0.0749846045126445,0,0,0.436341650822495,0.455857856746252,0.0669072737368129,0.488673744664861,0.494545454545455,0.0141414141414141,14.989898989899,1,95.2727272727273,5,43.2323232323232,0.81,rede_completa
s2_19g4ae,G4,0.15,0.05,0.130347337898698,0,0,0.408632914374169,0.435313714602998,0.078012215435869,0.461019747727133,0.466262626262626,0.0185858585858586,14.989898989899,1,80.8080808080808,12,40.9292929292929,0.034,rede_completa
s2_20g4ae,G4,0.15,0.1,0.0743382744715338,0,0,0.43650048514013,0.454192115491394,0.0705163797890061,0.489161240388336,0.494545454545455,0.016969696969697,14.989898989899,1,95.1919191919192,5,43.7979797979798,0.8,rede_completa
s2_21g4ae,G4,0.15,0.15,0.0734139843745618,0,0,0.438897806493587,0.458634092171016,0.0663520266518601,0.487688209131852,0.493333333333333,0.0157575757575757,14.989898989899,1,94.9090909090909,5,43.1111111111111,0.81,rede_completa
s2_22g4ae,G4,0.15,0.35,0.124314101593391,0,0,0.415341645213938,0.440866185452526,0.083564686285397,0.460344253192671,0.466666666666667,0.0177777777777778,14.989898989899,1,80.7676767676768,12,40.4444444444444,0.034,rede_completa
s2_23g4ae,G4,0.15,0.5,0.0725280568034593,0,0,0.436710020807744,0.455302609661299,0.0682953914491949,0.490761922388796,0.496969696969697,0.018989898989899,14.989898989899,1,96.1616161616162,5,41.7373737373737,0.8,rede_completa
s2_24g4ae,G4,0.15,0.8,0.072976516974296,0,0,0.437166781642073,0.45752359800111,0.0694058856191005,0.489856701383631,0.495353535353535,0.0125252525252526,14.989898989899,1,95.7575757575758,5,42.6262626262626,0.81,rede_completa
s2_1g5ae,G5,0.3,0.01,0.23524147639639,0,0,0.361601803711743,0.397556912826208,0.12965019433648,0.403156719891867,0.406464646464646,0.0177777777777778,22.7878787878788,92,72.6464646464647,15,34.7474747474747,0.034,rede_completa
s2_2g5ae,G5,0.3,0.034,0.130089119961413,0,0,0.41131582342021,0.444752915047196,0.0866185452526375,0.458595056618377,0.462626262626263,0.0137373737373738,25.1717171717172,86,90.1818181818182,6,39.8787878787879,0.8,rede_completa
s2_3g5ae,G5,0.3,0.05,0.127943510619802,0,0,0.411063438381595,0.444752915047196,0.0888395335924487,0.460993050998603,0.465454545454545,0.016969696969697,25.6969696969697,87,89.8585858585859,5,39.5555555555556,0.81,rede_completa
s2_4g5ae,G5,0.3,0.1,0.183627726459486,0,0,0.385509509307399,0.411993337034981,0.0991116046640755,0.430862764233114,0.435555555555556,0.0189898989898989,22.5454545454545,90,75.7575757575758,15,39.5959595959596,0.034,rede_completa
s2_5g5ae,G5,0.3,0.15,0.0971366076085676,0,0,0.428849068138352,0.452526374236535,0.0760688506385341,0.47401432425308,0.479191919191919,0.0161616161616162,26.8686868686869,86,92.2020202020202,6,42.0606060606061,0.8,rede_completa
s2_6g5ae,G5,0.3,0.35,0.0961185424483592,0,0,0.426847262183187,0.450305385896724,0.0777345918933925,0.477034195368454,0.482424242424242,0.0153535353535353,25.1313131313131,87,91.2323232323232,6,41.4141414141414,0.81,rede_completa
s2_7g5ae,G5,0.3,0.5,0.169912113920998,0,0,0.39181599448118,0.419211549139367,0.090505274847307,0.438271891597822,0.442828282828283,0.0157575757575757,25.0505050505051,91,79.1111111111111,13,35.3939393939394,0.034,rede_completa
s2_8g5ae,G5,0.3,0.8,0.091357775422184,0,0,0.429283394747026,0.45141588006663,0.0752359800111049,0.47935882983079,0.484848484848485,0.0161616161616162,24.9292929292929,87,93.3333333333333,5,40.7676767676768,0.8,rede_completa
s2_9g5ae,G5,0.3,0.01,0.0898916987756521,0,0,0.430159675601097,0.453636868406441,0.0732926152137701,0.479948625623251,0.484444444444444,0.0153535353535353,26.3434343434343,86,92.6868686868687,5,42.2626262626263,0.81,rede_completa
s2_10g5ae,G5,0.3,0.034,0.150247617765663,0,0,0.401153792225419,0.427540255413659,0.0843975569128262,0.448598590008918,0.452121212121212,0.0161616161616162,22.3434343434343,90,81.2929292929293,13,40.2828282828283,0.034,rede_completa
s2_11g5ae,G5,0.3,0.05,0.0813067936443838,0,0,0.433228004643885,0.454747362576346,0.0705163797890061,0.485465201711731,0.49050505050505,0.0165656565656566,26.9090909090909,86,94.9494949494949,6,41.6969696969697,0.8,rede_completa
s2_12g5ae,G5,0.3,0.1,0.0814929977173175,0,0,0.435023640065284,0.454747362576346,0.0699611327040533,0.483483362217399,0.488484848484848,0.0145454545454546,26.1414141414141,86,94.4242424242424,5,41.979797979798,0.81,rede_completa
s2_13g5ae,G5,0.3,0.15,0.147263192726824,0,0,0.402953465807436,0.430316490838423,0.0799555802332038,0.44978334146574,0.455353535353535,0.016969696969697,24.9292929292929,89,81.6969696969697,14,40.4040404040404,0.034,rede_completa
s2_14g5ae,G5,0.3,0.35,0.0789601736409066,0,0,0.436384724535752,0.456413103831205,0.0685730149916713,0.484655101823342,0.49050505050505,0.0165656565656566,26.4646464646465,86,95.6767676767677,5,44.8080808080808,0.8,rede_completa
s2_15g5ae,G5,0.3,0.5,0.0777743004728014,0,0,0.433833728736561,0.452526374236535,0.0710716268739589,0.488391970790638,0.492929292929293,0.0149494949494949,27.959595959596,86,94.8282828282828,5,41.8585858585859,0.81,rede_completa
s2_16g5ae,G5,0.3,0.8,0.130825859931912,0,0,0.411374376749169,0.436424208772904,0.0802332037756802,0.457799763318919,0.462626262626263,0.0173737373737374,24.9292929292929,87,84.7272727272727,11,40.3636363636364,0.034,rede_completa
s2_17g5ae,G5,0.3,0.01,0.0739687827750016,0,0,0.437244179720582,0.455857856746252,0.0682953914491949,0.488787037504417,0.493737373737374,0.0157575757575757,28.2828282828283,84,96.7676767676768,5,44.2828282828283,0.8,rede_completa
s2_18g5ae,G5,0.3,0.034,0.0749159557821412,0,0,0.436246081021206,0.455857856746252,0.0716268739589117,0.488837963196653,0.493737373737374,0.0157575757575757,27.3939393939394,84,96.4848484848485,5,43.7575757575758,0.81,rede_completa
s2_19g5ae,G5,0.3,0.05,0.129563486054324,0,0,0.411939046208896,0.43753470294281,0.082176568573015,0.458497467736779,0.463434343434343,0.0185858585858586,24.0,87,84.8484848484848,10,41.2929292929293,0.034,rede_completa
s2_20g5ae,G5,0.3,0.1,0.0727427523429744,0,0,0.437748052428785,0.456413103831205,0.0671848972792893,0.48950919522824,0.494545454545455,0.0137373737373738,28.8484848484849,86,97.0505050505051,5,43.3535353535354,0.8,rede_completa
s2_21g5ae,G5,0.3,0.15,0.0723638382716672,0,0,0.439342228503805,0.458078845086063,0.0682953914491949,0.488293933224527,0.493333333333333,0.0157575757575757,27.2323232323232,86,96.969696969697,5,44.4444444444444,0.81,rede_completa
s2_22g5ae,G5,0.3,0.35,0.127436048435493,0,0,0.411663105233344,0.438645197112715,0.0816213214880622,0.460900846331163,0.466666666666667,0.0173737373737374,24.3232323232323,88,85.6969696969697,10,40.4444444444444,0.034,rede_completa
s2_23g5ae,G5,0.3,0.5,0.072718747721524,0,0,0.439002349985137,0.458634092171016,0.0707940033314825,0.488278902293339,0.493333333333333,0.0177777777777778,27.5959595959596,86,96.6464646464647,5,43.1111111111111,0.8,rede_completa
s2_24g5ae,G5,0.3,0.8,0.0720560406956853,0,0,0.439293994918648,0.460855080510827,0.0660744031093837,0.488649964385667,0.494141414141414,0.018989898989899,27.2727272727273,85,96.5252525252525,5,43.4343434343434,0.81,rede_completa
s2_1g6ae,G6,0.5,0.01,0.236001996646083,0,0,0.360555022742696,0.395335924486396,0.130483064963909,0.40344298061122,0.406060606060606,0.0149494949494949,17.9393939393939,90,79.7979797979798,10,35.959595959596,0.034,rede_completa
s2_2g6ae,G6,0.5,0.034,0.130041110718512,0,0,0.411173814771816,0.44364242087729,0.0871737923375903,0.458785074509672,0.461818181818182,0.0153535353535353,24.5252525252525,86,94.1414141414141,4,40.6464646464647,0.8,rede_completa
s2_3g6ae,G6,0.5,0.05,0.126922080325745,0,0,0.410512005115003,0.443087173792338,0.0877290394225431,0.462565914559252,0.467070707070707,0.016969696969697,24.7272727272727,86,94.7070707070707,4,40.8888888888889,0.81,rede_completa
s2_4g6ae,G6,0.5,0.1,0.177415913717968,0,0,0.388528483053747,0.41588006662965,0.0938367573570238,0.434055603228285,0.437171717171717,0.0206060606060606,23.1515151515152,87,85.4545454545455,11,36.040404040404,0.034,rede_completa
s2_5g6ae,G6,0.5,0.15,0.0964079439593042,0,0,0.427030549806785,0.45141588006663,0.0780122154358689,0.47656150623391,0.482020202020202,0.0157575757575757,26.7878787878788,86,95.5151515151515,5,42.1414141414141,0.8,rede_completa
s2_6g6ae,G6,0.5,0.35,0.0963527557641938,0,0,0.426443894805916,0.449194891726818,0.0763464741810105,0.47720334942989,0.481212121212121,0.0149494949494949,26.1818181818182,86,94.2626262626263,5,40.8484848484849,0.81,rede_completa
s2_7g6ae,G6,0.5,0.5,0.168026517254724,0,0,0.390393440232419,0.41588006662965,0.086340921710161,0.441580042512858,0.444040404040404,0.0177777777777778,20.8080808080808,90,84.1616161616162,10,39.5959595959596,0.034,rede_completa
s2_8g6ae,G6,0.5,0.8,0.0906773453580781,0,0,0.428250971682399,0.449750138811771,0.0760688506385341,0.481071682959523,0.485252525252525,0.0145454545454545,26.989898989899,86,95.8787878787879,5,42.020202020202,0.8,rede_completa
s2_9g6ae,G6,0.5,0.01,0.0904530031015318,0,0,0.430874205688198,0.453081621321488,0.0732926152137701,0.47867279121027,0.484444444444444,0.0157575757575757,25.2525252525253,84,95.6363636363636,4,43.1919191919192,0.81,rede_completa
s2_10g6ae,G6,0.5,0.034,0.151601298941665,0,0,0.402537310921542,0.42976124375347,0.0866185452526374,0.445861390136793,0.44969696969697,0.0173737373737374,24.8080808080808,85,86.020202020202,10,39.6767676767677,0.034,rede_completa
s2_11g6ae,G6,0.5,0.05,0.0807950689572012,0,0,0.434479834435415,0.454747362576346,0.0682953914491949,0.484725096607384,0.489292929292929,0.0149494949494949,25.8585858585859,85,97.1313131313131,5,41.7373737373737,0.8,rede_completa
s2_12g6ae,G6,0.5,0.1,0.080850481494568,0,0,0.434766992523794,0.455302609661299,0.0688506385341477,0.484382525981638,0.488888888888889,0.0161616161616162,26.9090909090909,85,96.3232323232323,4,43.5555555555556,0.81,rede_completa
s2_13g6ae,G6,0.5,0.15,0.139047554949831,0,0,0.406641876847318,0.431982232093282,0.0860632981676847,0.45431056820285,0.459393939393939,0.0145454545454545,24.3232323232323,86,87.6767676767677,8,41.0505050505051,0.034,rede_completa
s2_14g6ae,G6,0.5,0.35,0.0775075575297674,0,0,0.434616683211908,0.455302609661299,0.0710716268739589,0.487875759258324,0.492525252525253,0.0133333333333333,26.7070707070707,86,97.3333333333333,4,44.2424242424242,0.8,rede_completa
s2_15g6ae,G6,0.5,0.5,0.0767862971749701,0,0,0.43638876269637,0.456413103831205,0.0702387562465297,0.48682494012866,0.490909090909091,0.0145454545454545,25.8181818181818,85,96.6868686868687,4,43.959595959596,0.81,rede_completa
s2_16g6ae,G6,0.5,0.8,0.130358106327013,0,0,0.411176731221151,0.435313714602998,0.0799555802332038,0.458465162451836,0.462222222222222,0.0153535353535353,25.3333333333333,85,89.979797979798,7,41.2525252525253,0.034,rede_completa
s2_17g6ae,G6,0.5,0.01,0.0723088744188133,0,0,0.437067846706936,0.456413103831205,0.0688506385341477,0.490623278874251,0.496161616161616,0.0145454545454546,27.6363636363636,84,98.0606060606061,4,42.0606060606061,0.8,rede_completa
s2_18g6ae,G6,0.5,0.034,0.0735176304970863,0,0,0.438035883543935,0.458078845086063,0.0682953914491949,0.488446485958979,0.493737373737374,0.0133333333333333,26.3838383838384,86,97.5353535353535,4,45.0505050505051,0.81,rede_completa
s2_19g6ae,G6,0.5,0.05,0.127062518578343,0,0,0.41284112642247,0.440310938367574,0.0832870627429206,0.460096354999187,0.463434343434343,0.016969696969697,23.5959595959596,86,89.2121212121212,6,40.9292929292929,0.034,rede_completa
s2_20g6ae,G6,0.5,0.1,0.0725888535549834,0,0,0.437691069495623,0.455857856746252,0.0688506385341477,0.489720076949394,0.494949494949495,0.0137373737373738,26.7474747474747,86,98.4646464646465,4,42.7474747474747,0.8,rede_completa
s2_21g6ae,G6,0.5,0.15,0.0727016977100264,0,0,0.437387310080258,0.456968350916158,0.0666296501943365,0.489910992209715,0.494949494949495,0.0157575757575757,26.3030303030303,86,97.979797979798,4,42.7474747474747,0.81,rede_completa
s2_22g6ae,G6,0.5,0.35,0.125679897251247,0,0,0.412752735573391,0.439200444197668,0.0827318156579678,0.461567367175363,0.464646464646465,0.0165656565656566,23.3131313131313,86,91.1919191919192,5,40.4848484848485,0.034,rede_completa
s2_23g6ae,G6,0.5,0.5,0.0714482975227007,0,0,0.438136613217124,0.456968350916158,0.0657967795669073,0.490415089260175,0.495353535353535,0.0141414141414142,25.4545454545455,86,98.5858585858586,4,42.9090909090909,0.8,rede_completa
s2_24g6ae,G6,0.5,0.8,0.0722386552925144,0,0,0.438352430467922,0.456413103831205,0.0677401443642421,0.489408914239564,0.494545454545455,0.0153535353535354,27.3939393939394,85,98.0606060606061,4,41.5757575757576,0.81,rede_completa
s2_1g1ab,G1,100.0,0.01,0.13452187773947,0,0,0.406459517896317,0.416435313714603,0.0805108273181566,0.459018604364213,0.462532299741602,0.0387596899224806,23.2558139534884,91,81.3953488372093,20,42.1188630490956,0.034,frigorifico
s2_2g1ab,G1,100.0,0.034,0.0395028888630634,0,0,0.451644004837967,0.460855080510827,0.0671848972792893,0.50885310629897,0.516795865633075,0.041343669250646,25.8397932816537,1,97.9328165374677,3,46.7700258397933,0.8,frigorifico
s2_3g1ab,G1,100.0,0.05,0.0386348669343905,0,0,0.456141936650181,0.465852304275403,0.0577456968350916,0.505223196415428,0.509043927648579,0.0387596899224806,25.8397932816537,1,97.9328165374677,4,44.1860465116279,0.81,frigorifico
s2_4g1ab,G1,100.0,0.1,0.12590335257329,0,0,0.414159804989189,0.423653525818989,0.0738478622987229,0.45993684243752,0.465116279069767,0.0490956072351421,22.7390180878553,95,82.9457364341085,18,35.1421188630491,0.034,frigorifico
s2_5g1ab,G1,100.0,0.15,0.0371814682339843,0,0,0.458522181905832,0.466962798445308,0.0641310383120489,0.504296349860184,0.509043927648579,0.0335917312661499,25.8397932816537,1,97.6744186046512,4,45.4780361757106,0.8,frigorifico
s2_6g1ab,G1,100.0,0.35,0.0377711492466861,0,0,0.45451636831103,0.463076068850639,0.0646862853970017,0.507712482442284,0.51421188630491,0.0310077519379845,25.8397932816537,1,97.9328165374677,4,47.2868217054264,0.81,frigorifico
s2_7g1ab,G1,100.0,0.5,0.126141520573554,0,0,0.413073701518106,0.422543031649084,0.0685730149916713,0.46078477790834,0.467700258397933,0.0387596899224806,24.5478036175711,94,84.7545219638243,15,44.9612403100775,0.034,frigorifico
s2_8g1ab,G1,100.0,0.8,0.038771167898397,0,0,0.455813379589576,0.464741810105497,0.0635757912270961,0.505415452512027,0.509043927648579,0.0439276485788113,25.8397932816537,1,98.4496124031008,4,39.5348837209302,0.8,frigorifico
s2_9g1ab,G1,100.0,0.01,0.037411027752311,0,0,0.456081677276621,0.463076068850639,0.0635757912270961,0.506507294971068,0.51421188630491,0.0439276485788113,25.8397932816537,1,98.7080103359173,4,46.5116279069767,0.81,frigorifico
s2_10g1ab,G1,100.0,0.034,0.131210481687607,0,0,0.408224256693453,0.424208772903942,0.0838423098278734,0.46056526161894,0.465116279069767,0.0361757105943152,23.7726098191214,95,80.8785529715762,15,39.5348837209302,0.034,frigorifico
s2_11g1ab,G1,100.0,0.05,0.0385459126210388,0,0,0.451140408644638,0.46141032759578,0.0671848972792893,0.510313678734324,0.516795865633075,0.0335917312661498,25.8397932816537,1,97.6744186046512,4,46.2532299741602,0.8,frigorifico
s2_12g1ab,G1,100.0,0.1,0.0360264969074029,0,0,0.454365719877128,0.46141032759578,0.0613548028872848,0.509607783215469,0.51421188630491,0.0335917312661498,25.8397932816537,1,98.7080103359173,4,43.9276485788114,0.81,frigorifico
s2_13g1ab,G1,100.0,0.15,0.125633620139257,0,0,0.411890035251734,0.423653525818989,0.0760688506385341,0.46247634460901,0.465116279069767,0.0439276485788114,23.2558139534884,94,82.1705426356589,14,42.6356589147287,0.034,frigorifico
s2_14g1ab,G1,100.0,0.35,0.0359949324736329,0,0,0.458114713760802,0.468628539700167,0.0577456968350916,0.505890353765565,0.511627906976744,0.0335917312661499,25.8397932816537,1,99.2248062015504,4,43.1524547803618,0.8,frigorifico
s2_15g1ab,G1,100.0,0.5,0.0368385637034837,0,0,0.455278218962477,0.462520821765686,0.0632981676846197,0.507883217334039,0.51421188630491,0.0387596899224806,25.8397932816537,1,98.9664082687339,4,45.9948320413437,0.81,frigorifico
s2_16g1ab,G1,100.0,0.8,0.119765504952029,0,0,0.416347794148241,0.425874514158801,0.0724597445863409,0.46388670089973,0.472868217054264,0.0361757105943152,24.031007751938,89,81.6537467700258,16,38.5012919896641,0.034,frigorifico
s2_17g1ab,G1,100.0,0.01,0.0365143108838472,0,0,0.455106049323732,0.463631315935591,0.0602443087173792,0.508379639792421,0.51421188630491,0.0413436692506459,25.8397932816537,1,98.4496124031008,4,47.0284237726098,0.8,frigorifico
s2_18g1ab,G1,100.0,0.034,0.0374138972462901,0,0,0.454499151347156,0.461965574680733,0.0596890616324264,0.508086951406554,0.51421188630491,0.0310077519379845,25.8397932816537,1,98.7080103359173,5,46.5116279069767,0.81,frigorifico
s2_19g1ab,G1,100.0,0.05,0.125117111223021,0,0,0.416065148991301,0.429205996668517,0.0752359800111049,0.458817739785677,0.462532299741602,0.0439276485788114,25.8397932816537,1,79.0697674418605,18,41.343669250646,0.034,frigorifico
s2_20g1ab,G1,100.0,0.1,0.0367510441371216,0,0,0.452225077368731,0.460299833425874,0.0646862853970017,0.511023878494147,0.516795865633075,0.0361757105943152,24.8062015503876,86,98.7080103359173,3,43.1524547803618,0.8,frigorifico
s2_21g1ab,G1,100.0,0.15,0.0364956591729831,0,0,0.456842093181078,0.464741810105497,0.0632981676846197,0.506662247645939,0.511627906976744,0.0465116279069767,25.8397932816537,1,97.6744186046512,4,46.2532299741602,0.81,frigorifico
s2_22g1ab,G1,100.0,0.35,0.123325112233083,0,0,0.417392289956628,0.428095502498612,0.0777345918933925,0.459282597810289,0.465116279069767,0.0387596899224806,21.7054263565891,91,79.0697674418605,11,42.1188630490956,0.034,frigorifico
s2_23g1ab,G1,100.0,0.5,0.0371857724749529,0,0,0.455235176552791,0.464741810105497,0.0591338145474736,0.507579050972256,0.51421188630491,0.0335917312661499,25.5813953488372,86,98.1912144702842,3,45.7364341085271,0.8,frigorifico
s2_24g1ab,G1,100.0,0.8,0.0365874829803138,0,0,0.456118980698349,0.462520821765686,0.0632981676846197,0.507293536321337,0.511627906976744,0.041343669250646,24.8062015503876,84,98.1912144702842,4,42.3772609819121,0.81,frigorifico
s2_1g2ab,G2,0.05,0.01,0.142286728446872,0,0,0.402050540397454,0.412548584119933,0.0766240977234869,0.455662731155674,0.462532299741602,0.0335917312661499,4.90956072351421,1,72.609819121447,25,41.0852713178295,0.034,frigorifico
s2_2g2ab,G2,0.05,0.034,0.0389820757058596,0,0,0.451493356404065,0.46141032759578,0.062187673514714,0.509524567890075,0.51421188630491,0.0361757105943152,4.90956072351421,1,96.640826873385,6,47.8036175710594,0.8,frigorifico
s2_3g2ab,G2,0.05,0.05,0.0387080390308571,0,0,0.450458903824605,0.460299833425874,0.058023320377568,0.510833057144538,0.516795865633075,0.041343669250646,4.90956072351421,1,96.8992248062015,6,44.1860465116279,0.81,frigorifico
s2_4g2ab,G2,0.05,0.1,0.128398377588104,0,0,0.412402239927,0.420322043309273,0.0755136035535813,0.459199382484896,0.467700258397933,0.0439276485788114,4.90956072351421,1,71.3178294573643,28,40.8268733850129,0.034,frigorifico
s2_5g2ab,G2,0.05,0.15,0.0382273987893605,0,0,0.453062969610624,0.463076068850639,0.05941143808995,0.508709631600015,0.51421188630491,0.0361757105943152,4.90956072351421,1,94.8320413436692,7,43.6692506459948,0.8,frigorifico
s2_6g2ab,G2,0.05,0.35,0.0377883662105606,0,0,0.453730126960761,0.462520821765686,0.0571904497501388,0.508481506828678,0.51421188630491,0.0335917312661498,4.90956072351421,1,95.8656330749354,7,48.578811369509,0.81,frigorifico
s2_7g2ab,G2,0.05,0.5,0.135979580680845,0,0,0.410591589226198,0.423098278734037,0.0788450860632982,0.453428830092957,0.459948320413437,0.0361757105943152,4.90956072351421,1,71.3178294573643,27,40.8268733850129,0.034,frigorifico
s2_8g2ab,G2,0.05,0.8,0.038363699753367,0,0,0.452962537321356,0.46141032759578,0.0544142143253748,0.508673762925277,0.516795865633075,0.0361757105943152,4.90956072351421,1,97.1576227390181,6,47.8036175710594,0.8,frigorifico
s2_9g2ab,G2,0.05,0.01,0.0378744510299331,0,0,0.456494884409609,0.464186563020544,0.0630205441421433,0.505630664560458,0.511627906976744,0.0335917312661499,4.90956072351421,1,96.8992248062015,8,48.8372093023256,0.81,frigorifico
s2_10g2ab,G2,0.05,0.034,0.130035423903172,0,0,0.413250175397819,0.425319267073848,0.0744031093836757,0.456714400699009,0.465116279069767,0.0439276485788114,4.90956072351421,1,74.9354005167959,25,35.4005167958656,0.034,frigorifico
